Candidate,Party,First_pref_count,First_pref_pct,Quota,Elected_on_Count,Status,Gender,Election_date,Electorate,number_of_candidates,seats_available,constituency_name,constituency_name_as_Gaeilge,quota,Outgoing,Seat
Mannix Flynn,Non party/Independent,1248,0.035699999999999996,0.18,(2),No expenses,Male,2011-02-25,58217,16,4,Dublin South East,Baile Atha Cliath Thoir Theas,6984,,
Annette Mooney,People Before Profit Alliance,629,0.018000000000000002,0.09,(1),No expenses,Female,2011-02-25,58217,16,4,Dublin South East,Baile Atha Cliath Thoir Theas,6984,,
Hugh Sheehy,Non party/Independent,195,0.005600000000000001,0.03,(1),No expenses,Male,2011-02-25,58217,16,4,Dublin South East,Baile Atha Cliath Thoir Theas,6984,,
James Coyle,Non party/Independent,164,0.004699999999999999,0.02,(1),No expenses,Male,2011-02-25,58217,16,4,Dublin South East,Baile Atha Cliath Thoir Theas,6984,,
Noel Watson,Non party/Independent,89,0.0025,0.01,(1),No expenses,Male,2011-02-25,58217,16,4,Dublin South East,Baile Atha Cliath Thoir Theas,6984,,
John Keigher,Non party/Independent,27,0.0008,0.00,(1),No expenses,Male,2011-02-25,58217,16,4,Dublin South East,Baile Atha Cliath Thoir Theas,6984,,
Peadar O Ceallaigh,Non party/Fis Nua,18,0.0005,0.00,(1),No expenses,Male,2011-02-25,58217,16,4,Dublin South East,Baile Atha Cliath Thoir Theas,6984,,
Pat Rabbitte,Labour,12867,0.27399999999999997,1.37,1,Made Quota,Male,2011-02-25,70613,10,4,Dublin South West,Baile Atha Cliath Thiar Theas,9393,TD,1
Brian Hayes,Fine Gael,9366,0.19940000000000002,1.00,2,Made Quota,Male,2011-02-25,70613,10,4,Dublin South West,Baile Atha Cliath Thiar Theas,9393,TD,2
Seán Crowe,Sinn Féin,8064,0.17170000000000002,0.86,6,Made Quota,Male,2011-02-25,70613,10,4,Dublin South West,Baile Atha Cliath Thiar Theas,9393,,3
Eamonn Maloney,Labour,4165,0.08869999999999999,0.44,8,Made Quota,Male,2011-02-25,70613,10,4,Dublin South West,Baile Atha Cliath Thiar Theas,9393,,4
Cait Keane,Fine Gael,3678,0.0783,0.39,(8),Not Elected,Female,2011-02-25,70613,10,4,Dublin South West,Baile Atha Cliath Thiar Theas,9393,,
Charlie O'Connor,Fianna Fail,2718,0.0579,0.29,(7),Eliminated,Male,2011-02-25,70613,10,4,Dublin South West,Baile Atha Cliath Thiar Theas,9393,TD,
Mick Murphy,Socialist,2462,0.0524,0.26,(5),Eliminated,Male,2011-02-25,70613,10,4,Dublin South West,Baile Atha Cliath Thiar Theas,9393,,
Conor Lenihan,Fianna Fail,2341,0.049800000000000004,0.25,(4),Eliminated,Male,2011-02-25,70613,10,4,Dublin South West,Baile Atha Cliath Thiar Theas,9393,TD,
Ray Kelly,Non party/Independent,823,0.0175,0.09,(3),No expenses,Male,2011-02-25,70613,10,4,Dublin South West,Baile Atha Cliath Thiar Theas,9393,,
Francis Duffy,Green/Comhaontas Glas,480,0.0102,0.05,(3),No expenses,Male,2011-02-25,70613,10,4,Dublin South West,Baile Atha Cliath Thiar Theas,9393,,
Eamon O Cuiv,Fianna Fail,7441,0.12269999999999999,0.74,8,Made Quota,Male,2011-02-25,88840,17,5,Galway West,Gaillimh Thiar,10105,TD,1
Derek Nolan,Labour,7489,0.1235,0.74,10,Made Quota,Male,2011-02-25,88840,17,5,Galway West,Gaillimh Thiar,10105,,2
Brian Walsh,Fine Gael,5425,0.0895,0.54,12,Made Quota,Male,2011-02-25,88840,17,5,Galway West,Gaillimh Thiar,10105,,3
Noel Grealish,Non party/Independent,6229,0.1027,0.62,13,Elected,Male,2011-02-25,88840,17,5,Galway West,Gaillimh Thiar,10105,TD,4
Seán Kyne,Fine Gael,4550,0.0751,0.45,13,Elected,Male,2011-02-25,88840,17,5,Galway West,Gaillimh Thiar,10105,,5
Catherine Connolly,Non party/Independent,4766,0.0786,0.47,(13),Not Elected,Female,2011-02-25,88840,17,5,Galway West,Gaillimh Thiar,10105,,
Fidelma Healy Eames,Fine Gael,5046,0.0832,0.50,(11),Eliminated,Female,2011-02-25,88840,17,5,Galway West,Gaillimh Thiar,10105,Senator,
Trevor O Clochartaigh,Sinn Féin,3808,0.06280000000000001,0.38,(9),Eliminated,Male,2011-02-25,88840,17,5,Galway West,Gaillimh Thiar,10105,,
Frank Fahey,Fianna Fail,3448,0.056900000000000006,0.34,(7),Eliminated,Male,2011-02-25,88840,17,5,Galway West,Gaillimh Thiar,10105,TD,
Hildegarde Naughton,Fine Gael,3606,0.059500000000000004,0.36,(6),Eliminated,Female,2011-02-25,88840,17,5,Galway West,Gaillimh Thiar,10105,,
Tom Welby Jnr,Non party/Independent,3298,0.054400000000000004,0.33,(5),Eliminated,Male,2011-02-25,88840,17,5,Galway West,Gaillimh Thiar,10105,,
Michael J Crowe,Fianna Fail,1814,0.029900000000000003,0.18,(4),No expenses,Male,2011-02-25,88840,17,5,Galway West,Gaillimh Thiar,10105,,
Eamon Walsh,Non party/Independent,1481,0.024399999999999998,0.15,(3),No expenses,Male,2011-02-25,88840,17,5,Galway West,Gaillimh Thiar,10105,,
Niall O Brolchain,Green/Comhaontas Glas,1120,0.018500000000000003,0.11,(2),No expenses,Male,2011-02-25,88840,17,5,Galway West,Gaillimh Thiar,10105,Senator,
Mike Cubbard,Non party/Independent,853,0.0141,0.08,(1),No expenses,Male,2011-02-25,88840,17,5,Galway West,Gaillimh Thiar,10105,,
Uinseann Holmes,Non party/Independent,186,0.0031,0.02,(1),No expenses,Male,2011-02-25,88840,17,5,Galway West,Gaillimh Thiar,10105,,
Thomas King,Non party/Independent,65,0.0011,0.01,(1),No expenses,Male,2011-02-25,88840,17,5,Galway West,Gaillimh Thiar,10105,,
Brendan Griffin,Fine Gael,8808,0.1985,0.79,5,Made Quota,Male,2011-02-25,59629,10,3,Kerry South,Ciarrai Theas,11096,,1
Tom Fleming,Non party/Independent,6416,0.1446,0.58,6,Elected,Male,2011-02-25,59629,10,3,Kerry South,Ciarrai Theas,11096,,2
Michael Healy Rae,Non party/Independent,6670,0.1503,0.60,6,Elected,Male,2011-02-25,59629,10,3,Kerry South,Ciarrai Theas,11096,,3
Tom Sheahan,Fine Gael,5674,0.12789999999999999,0.51,(6),Not Elected,Male,2011-02-25,59629,10,3,Kerry South,Ciarrai Theas,11096,TD,
Michael Gleeson,South Kerry Independent Alliance,4939,0.11130000000000001,0.45,(4),Eliminated,Male,2011-02-25,59629,10,3,Kerry South,Ciarrai Theas,11096,,
John O'Donoghue,Fianna Fail,5917,0.1333,0.53,(3),Eliminated,Male,2011-02-25,59629,10,3,Kerry South,Ciarrai Theas,11096,TD,
Marie Moloney,Labour,4926,0.111,0.44,(2),Eliminated,Female,2011-02-25,59629,10,3,Kerry South,Ciarrai Theas,11096,,
Oonagh Comerford,Green/Comhaontas Glas,401,0.009000000000000001,0.04,(1),No expenses,Female,2011-02-25,59629,10,3,Kerry South,Ciarrai Theas,11096,,
Richard Behal,Non party/Independent,348,0.0078000000000000005,0.03,(1),No expenses,Male,2011-02-25,59629,10,3,Kerry South,Ciarrai Theas,11096,,
Dermot Finn,Non party/Independent,281,0.0063,0.03,(1),No expenses,Male,2011-02-25,59629,10,3,Kerry South,Ciarrai Theas,11096,,
Charlie Flanagan,Fine Gael,10427,0.1406,0.84,8,Made Quota,Male,2011-02-25,108142,21,5,Laoighis Offaly,Laois Uibh Fhaili,12360,TD,1
Marcella Corcoran Kennedy,Fine Gael,5817,0.0784,0.47,13,Made Quota,Female,2011-02-25,108142,21,5,Laoighis Offaly,Laois Uibh Fhaili,12360,,2
Barry Cowen,Fianna Fail,8257,0.11130000000000001,0.67,13,Elected,Male,2011-02-25,108142,21,5,Laoighis Offaly,Laois Uibh Fhaili,12360,,3
Brian Stanley,Sinn Féin,8032,0.10830000000000001,0.65,13,Elected,Male,2011-02-25,108142,21,5,Laoighis Offaly,Laois Uibh Fhaili,12360,,4
Seán Fleming,Fianna Fail,6024,0.0812,0.49,13,Elected,Male,2011-02-25,108142,21,5,Laoighis Offaly,Laois Uibh Fhaili,12360,TD,5
John Whelan,Labour,5802,0.0782,0.47,(13),Not Elected,Male,2011-02-25,108142,21,5,Laoighis Offaly,Laois Uibh Fhaili,12360,,
John Foley,Non party/Independent,4465,0.0602,0.36,(12),Eliminated,Male,2011-02-25,108142,21,5,Laoighis Offaly,Laois Uibh Fhaili,12360,,
John Moloney,Fianna Fail,5579,0.07519999999999999,0.45,(11),Eliminated,Male,2011-02-25,108142,21,5,Laoighis Offaly,Laois Uibh Fhaili,12360,TD,
Liam Quinn,Fine Gael,4482,0.0604,0.36,(10),Eliminated,Male,2011-02-25,108142,21,5,Laoighis Offaly,Laois Uibh Fhaili,12360,,
John Leahy,Non party/Independent,4882,0.0658,0.39,(9),Eliminated,Male,2011-02-25,108142,21,5,Laoighis Offaly,Laois Uibh Fhaili,12360,,
John Moran,Fine Gael,4306,0.0581,0.35,(7),Eliminated,Male,2011-02-25,108142,21,5,Laoighis Offaly,Laois Uibh Fhaili,12360,,
Eddie Fitzpatrick,Non party/Independent,2544,0.034300000000000004,0.21,(6),No expenses,Male,2011-02-25,108142,21,5,Laoighis Offaly,Laois Uibh Fhaili,12360,,
Rotimi Adebari,Non party/Independent,628,0.0085,0.05,(5),No expenses,Male,2011-02-25,108142,21,5,Laoighis Offaly,Laois Uibh Fhaili,12360,,
John Bracken,Non party/Independent,625,0.0084,0.05,(5),No expenses,Male,2011-02-25,108142,21,5,Laoighis Offaly,Laois Uibh Fhaili,12360,,
Raymond Fitzpatrick,Socialist,561,0.0076,0.05,(5),No expenses,Male,2011-02-25,108142,21,5,Laoighis Offaly,Laois Uibh Fhaili,12360,,
Fergus McDonnell,Non party/Independent,525,0.0070999999999999995,0.04,(5),No expenses,Male,2011-02-25,108142,21,5,Laoighis Offaly,Laois Uibh Fhaili,12360,,
Liam Dumpleton,Non party/Independent,382,0.0052,0.03,(4),No expenses,Male,2011-02-25,108142,21,5,Laoighis Offaly,Laois Uibh Fhaili,12360,,
James Fanning,Non party/Independent,335,0.0045000000000000005,0.03,(3),No expenses,Male,2011-02-25,108142,21,5,Laoighis Offaly,Laois Uibh Fhaili,12360,,
Christopher Fettes,Green/Comhaontas Glas,306,0.0040999999999999995,0.02,(2),No expenses,Male,2011-02-25,108142,21,5,Laoighis Offaly,Laois Uibh Fhaili,12360,,
John Boland,Non party/Independent,119,0.0016,0.01,(1),No expenses,Male,2011-02-25,108142,21,5,Laoighis Offaly,Laois Uibh Fhaili,12360,,
Michael Cox,Non party/Independent,60,0.0008,0.00,(1),No expenses,Male,2011-02-25,108142,21,5,Laoighis Offaly,Laois Uibh Fhaili,12360,,
Willie Penrose,Labour,11406,0.19829999999999998,0.99,2,Made Quota,Male,2011-02-25,85918,15,4,Longford Westmeath,An Longfort An Lar Mhi,11506,TD,1
James Bannon,Fine Gael,9129,0.15869999999999998,0.79,6,Made Quota,Male,2011-02-25,85918,15,4,Longford Westmeath,An Longfort An Lar Mhi,11506,TD,2
Nicky McFadden,Fine Gael,6129,0.1065,0.53,8,Elected,Female,2011-02-25,85918,15,4,Longford Westmeath,An Longfort An Lar Mhi,11506,,3
Robert Troy,Fianna Fail,4275,0.07429999999999999,0.37,8,Elected,Male,2011-02-25,85918,15,4,Longford Westmeath,An Longfort An Lar Mhi,11506,,4
Peter Burke,Fine Gael,6629,0.1152,0.58,(8),Not Elected,Male,2011-02-25,85918,15,4,Longford Westmeath,An Longfort An Lar Mhi,11506,,
Paul Hogan,Sinn Féin,4339,0.0754,0.38,(7),Eliminated,Male,2011-02-25,85918,15,4,Longford Westmeath,An Longfort An Lar Mhi,11506,,
Peter Kelly,Fianna Fail,3876,0.0674,0.34,(5),Eliminated,Male,2011-02-25,85918,15,4,Longford Westmeath,An Longfort An Lar Mhi,11506,TD,
Kevin Moran,Non party/Independent,3707,0.0644,0.32,(4),Eliminated,Male,2011-02-25,85918,15,4,Longford Westmeath,An Longfort An Lar Mhi,11506,,
Mae Sexton,Labour,3960,0.0688,0.34,(3),Eliminated,Female,2011-02-25,85918,15,4,Longford Westmeath,An Longfort An Lar Mhi,11506,,
Mary O'Rourke,Fianna Fail,3046,0.053,0.26,(2),Eliminated,Female,2011-02-25,85918,15,4,Longford Westmeath,An Longfort An Lar Mhi,11506,TD,
John Boland,Non party/Independent,330,0.005699999999999999,0.03,(1),No expenses,Male,2011-02-25,85918,15,4,Longford Westmeath,An Longfort An Lar Mhi,11506,,
Siobhan Kinahan,Green/Comhaontas Glas,309,0.0054,0.03,(1),No expenses,Female,2011-02-25,85918,15,4,Longford Westmeath,An Longfort An Lar Mhi,11506,,
David D'Arcy,Non Party/New Vision,159,0.0028000000000000004,0.01,(1),No expenses,Male,2011-02-25,85918,15,4,Longford Westmeath,An Longfort An Lar Mhi,11506,,
Benny Cooney,Non party/Independent,130,0.0023,0.01,(1),No expenses,Male,2011-02-25,85918,15,4,Longford Westmeath,An Longfort An Lar Mhi,11506,,
Donal Jackson,Non party/Independent,101,0.0018,0.01,(1),No expenses,Male,2011-02-25,85918,15,4,Longford Westmeath,An Longfort An Lar Mhi,11506,,
Michael Lowry Snr,Non party/Independent,14104,0.2922,1.17,1,Made Quota,Male,2011-02-25,63235,8,3,Tipperary North,Tiobraid Arann Thuaidh,12069,TD,1
Noel J Coonan,Fine Gael,11425,0.23670000000000002,0.95,2,Made Quota,Male,2011-02-25,63235,8,3,Tipperary North,Tiobraid Arann Thuaidh,12069,TD,2
Alan Kelly,Labour,9559,0.198,0.79,3,Elected,Male,2011-02-25,63235,8,3,Tipperary North,Tiobraid Arann Thuaidh,12069,,3
Maire Hoctor,Fianna Fail,7978,0.1653,0.66,(3),Not Elected,Female,2011-02-25,63235,8,3,Tipperary North,Tiobraid Arann Thuaidh,12069,TD,
Seamus Morris,Sinn Féin,3034,0.0629,0.25,(2),Eliminated,Male,2011-02-25,63235,8,3,Tipperary North,Tiobraid Arann Thuaidh,12069,,
Billy Clancy,Non Party/New Vision,1442,0.029900000000000003,0.12,(2),No expenses,Male,2011-02-25,63235,8,3,Tipperary North,Tiobraid Arann Thuaidh,12069,,
Olwyn O'Malley,Green/Comhaontas Glas,409,0.0085,0.03,(2),No expenses,Female,2011-02-25,63235,8,3,Tipperary North,Tiobraid Arann Thuaidh,12069,,
Kate Bopp,Non party/Independent,322,0.0067,0.03,(2),No expenses,Female,2011-02-25,63235,8,3,Tipperary North,Tiobraid Arann Thuaidh,12069,,
Seamus Healy,United Left Alliance,8818,0.2132,0.85,3,Made Quota,Male,2011-02-25,57420,8,3,Tipperary South,Tiobraid Arann Theas,10341,,1
Tom Hayes,Fine Gael,8896,0.2151,0.86,4,Made Quota,Male,2011-02-25,57420,8,3,Tipperary South,Tiobraid Arann Theas,10341,TD,2
Mattie McGrath,Non party/Independent,6074,0.1469,0.59,5,Elected,Male,2011-02-25,57420,8,3,Tipperary South,Tiobraid Arann Theas,10341,TD,3
Michael Murphy,Fine Gael,5402,0.1306,0.52,(5),Not Elected,Female,2011-02-25,57420,8,3,Tipperary South,Tiobraid Arann Theas,10341,,
Dr Martin Mansergh,Fianna Fail,5419,0.131,0.52,(4),Eliminated,Male,2011-02-25,57420,8,3,Tipperary South,Tiobraid Arann Theas,10341,TD,
Phil Prendergast,Labour,4525,0.1094,0.44,(2),Eliminated,Female,2011-02-25,57420,8,3,Tipperary South,Tiobraid Arann Theas,10341,Senator,
Michael Browne,Sinn Féin,1860,0.045,0.18,(1),No expenses,Male,2011-02-25,57420,8,3,Tipperary South,Tiobraid Arann Theas,10341,,
Paul McNally,Green/Comhaontas Glas,367,0.0089,0.04,(1),No expenses,Male,2011-02-25,57420,8,3,Tipperary South,Tiobraid Arann Theas,10341,,
John Deasy,Fine Gael,10718,0.19949999999999998,1.00,3,Made Quota,Male,2011-02-25,78435,15,4,Waterford,Port Lairge,10745,TD,1
Paudie Coffey,Fine Gael,9698,0.1805,0.90,9,Made Quota,Male,2011-02-25,78435,15,4,Waterford,Port Lairge,10745,Senator,2
Ciara Conway,Labour,5554,0.10339999999999999,0.52,10,Made Quota,Female,2011-02-25,78435,15,4,Waterford,Port Lairge,10745,,3
John Halligan,Non party/Independent,5546,0.1032,0.52,11,Elected,Male,2011-02-25,78435,15,4,Waterford,Port Lairge,10745,,4
Brendan Kenneally,Fianna Fail,7515,0.1399,0.70,(11),Not Elected,Male,2011-02-25,78435,15,4,Waterford,Port Lairge,10745,TD,
David Cullinane,Sinn Féin,5342,0.09939999999999999,0.50,(9),Eliminated,Male,2011-02-25,78435,15,4,Waterford,Port Lairge,10745,,
Seamus Ryan,Labour,4638,0.0863,0.43,(8),Eliminated,Male,2011-02-25,78435,15,4,Waterford,Port Lairge,10745,,
Tom Higgins,Non party/Independent,1130,0.021,0.11,(7),No expenses,Male,2011-02-25,78435,15,4,Waterford,Port Lairge,10745,,
Justin Collery,Non party/Independent,967,0.018000000000000002,0.09,(7),No expenses,Male,2011-02-25,78435,15,4,Waterford,Port Lairge,10745,,
Joe Tobin,Workers',873,0.0163,0.08,(6),No expenses,Male,2011-02-25,78435,15,4,Waterford,Port Lairge,10745,,
Joe Conway,Non party/Independent,725,0.013500000000000002,0.07,(5),No expenses,Male,2011-02-25,78435,15,4,Waterford,Port Lairge,10745,,
Jody Power,Green/Comhaontas Glas,462,0.0086,0.04,(4),No expenses,Male,2011-02-25,78435,15,4,Waterford,Port Lairge,10745,,
Ben Nutty,Non party/Fis Nua,257,0.0048,0.02,(3),No expenses,Male,2011-02-25,78435,15,4,Waterford,Port Lairge,10745,,
Declan Waters,Non party/Independent,222,0.0040999999999999995,0.02,(2),No expenses,Male,2011-02-25,78435,15,4,Waterford,Port Lairge,10745,,
Gerard Kiersey,Non party/Independent,73,0.0014000000000000002,0.01,(1),No expenses,Male,2011-02-25,78435,15,4,Waterford,Port Lairge,10745,,
Mick Wallace,Non party/Independent,13329,0.17859999999999998,1.07,1,Made Quota,Male,2011-02-25,111063,13,5,Wexford,Loch Garman,12439,,1
Brendan Howlin,Labour,11005,0.1475,0.88,4,Made Quota,Male,2011-02-25,111063,13,5,Wexford,Loch Garman,12439,TD,2
John Browne,Fianna Fail,7352,0.09849999999999999,0.59,7,Made Quota,Male,2011-02-25,111063,13,5,Wexford,Loch Garman,12439,TD,3
Paul Kehoe,Fine Gael,8386,0.1124,0.67,7,Elected,Male,2011-02-25,111063,13,5,Wexford,Loch Garman,12439,TD,5
Liam Twomey,Fine Gael,9230,0.12369999999999999,0.74,7,Elected,Male,2011-02-25,111063,13,5,Wexford,Loch Garman,12439,,4
Michael W D'Arcy Jnr,Fine Gael,8418,0.1128,0.68,(7),Not Elected,Male,2011-02-25,111063,13,5,Wexford,Loch Garman,12439,TD,
Seán Connick,Fianna Fail,6675,0.0894,0.54,(6),Eliminated,Male,2011-02-25,111063,13,5,Wexford,Loch Garman,12439,TD,
Anthony Kelly,Sinn Féin,4353,0.0583,0.35,(4),Eliminated,Male,2011-02-25,111063,13,5,Wexford,Loch Garman,12439,,
Pat Cody,Labour,4457,0.059699999999999996,0.36,(3),Eliminated,Male,2011-02-25,111063,13,5,Wexford,Loch Garman,12439,,
Seamus O'Brien,People Before Profit Alliance,741,0.009899999999999999,0.06,(2),No expenses,Male,2011-02-25,111063,13,5,Wexford,Loch Garman,12439,,
Danny Forde,Green/Comhaontas Glas,391,0.0052,0.03,(2),No expenses,Male,2011-02-25,111063,13,5,Wexford,Loch Garman,12439,,
Siobhan Roseingrave,Non party/Independent,175,0.0023,0.01,(2),No expenses,Female,2011-02-25,111063,13,5,Wexford,Loch Garman,12439,,
Ruairi de Valera,Non party/Independent,119,0.0016,0.01,(2),No expenses,Male,2011-02-25,111063,13,5,Wexford,Loch Garman,12439,,
Andrew Doyle,Fine Gael,10035,0.1423,0.85,16,Made Quota,Male,2011-02-25,95339,24,5,Wicklow,Cill Mhantain,11751,TD,
Billy Timmins,Fine Gael,9165,0.13,0.78,17,Made Quota,Male,2011-02-25,95339,24,5,Wicklow,Cill Mhantain,11751,TD,
Simon Harris,Fine Gael,8726,0.12380000000000001,0.74,19,Elected,Male,2011-02-25,95339,24,5,Wicklow,Cill Mhantain,11751,,
Anne Ferris,Labour,5436,0.0771,0.46,19,Elected,Female,2011-02-25,95339,24,5,Wicklow,Cill Mhantain,11751,,
Stephen Donnelly,Non party/Independent,6530,0.0926,0.56,19,Elected,Male,2011-02-25,95339,24,5,Wicklow,Cill Mhantain,11751,,
John Brady,Sinn Féin,7089,0.10060000000000001,0.60,(19),Not Elected,Male,2011-02-25,95339,24,5,Wicklow,Cill Mhantain,11751,,
Pat Fitzgerald,Fianna Fail,3576,0.0507,0.30,(16),Eliminated,Male,2011-02-25,95339,24,5,Wicklow,Cill Mhantain,11751,,
Tom Fortune,Labour,3420,0.048499999999999995,0.29,(15),Eliminated,Male,2011-02-25,95339,24,5,Wicklow,Cill Mhantain,11751,,
Joe Behan,Non party/Independent,4197,0.059500000000000004,0.36,(14),Eliminated,Male,2011-02-25,95339,24,5,Wicklow,Cill Mhantain,11751,,
Dick Roche,Fianna Fail,3891,0.0552,0.33,(13),Eliminated,Male,2011-02-25,95339,24,5,Wicklow,Cill Mhantain,11751,TD,
